Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Volatility W,Volatility M,Avg Volume,Rel Volume,Price_perf,Change_perf,Volume_perf,SCORE
UNIT,Uniti Group Inc,Real Estate,REIT - Specialty,USA,1990000000.0,1.64,8.32,0.10640000000000001,7768747.0,0.1243,0.2023,0.42469999999999997,-0.0571,0.1869,-0.060700000000000004,-20.25%,-60.72%,-73.52%,0.0524,0.051500000000000004,2520000.0,3.08,8.32,0.10640000000000001,7768747.0,90
AAOI,Applied Optoelectronics Inc,Technology,Communication Equipment,USA,2980000000.0,,43.61,0.10210000000000001,12000992.0,0.22089999999999999,0.2107,0.2291,0.9068999999999999,0.251,0.6437999999999999,1882.27%,298.26%,213.97%,0.1438,0.11,5200000.0,2.31,43.61,0.10210000000000001,12000992.0,89
LAND,Gladstone Land Corp,Real Estate,REIT - Specialty,USA,415530000.0,,11.15,0.068,1721959.0,0.159,0.2266,0.22390000000000002,0.212,0.2186,0.034300000000000004,-42.76%,-34.14%,49.87%,0.0441,0.0265,552730.0,3.12,11.15,0.068,1721959.0,87
ACMR,ACM Research Inc,Technology,Semiconductor Equipment & Materials,USA,3770000000.0,33.97,58.12,0.0629,2545039.0,0.1659,0.4458,0.3779,0.9144,0.4733,2.3249,401.47%,73.56%,-,0.0681,0.0605,1360000.0,1.87,58.12,0.0629,2545039.0,85
DNTH,Dianthus Therapeutics Inc,Healthcare,Biotechnology,USA,2290000000.0,,53.39,0.0006,2827517.0,0.0203,0.3035,0.5787,1.5830000000000002,0.2956,1.5594,574.12%,-61.60%,-,0.0555,0.0705,737440.0,3.83,53.39,0.0006,2827517.0,85
BKD,Brookdale Senior Living Inc,Healthcare,Medical Care Facilities,USA,3560000000.0,,15.0,0.0345,7811193.0,0.1583,0.39409999999999995,0.6759999999999999,0.9355,0.39020000000000005,2.1915,431.91%,193.54%,-3.54%,0.0487,0.037599999999999995,3980000.0,1.96,15.0,0.0345,7811193.0,83
MOD,Modine Manufacturing Co,Consumer Cyclical,Auto Parts,USA,9720000000.0,53.38,184.66,0.0449,2945838.0,0.26489999999999997,0.3663,0.1894,0.37229999999999996,0.3831,0.8803,721.08%,1262.80%,2732.21%,0.061399999999999996,0.0622,1280000.0,2.31,184.66,0.0449,2945838.0,82
TARA,Protara Therapeutics Inc,Healthcare,Biotechnology,USA,365550000.0,,7.08,0.011399999999999999,1047438.0,0.1438,0.3486,0.3615,1.2838999999999998,0.3283,0.5664,118.80%,-63.69%,-98.13%,0.08259999999999999,0.0782,981870.0,1.07,7.08,0.011399999999999999,1047438.0,82
SB,"Safe Bulkers, Inc",Industrials,Marine Shipping,Monaco,584300000.0,15.67,5.71,0.016,920111.0,0.0653,0.19210000000000002,0.2359,0.45289999999999997,0.18460000000000001,0.595,81.27%,230.06%,1235.99%,0.0298,0.0269,521909.99999999994,1.76,5.71,0.016,920111.0,80
GOLD,Gold.com Inc,Financial,Capital Markets,USA,1280000000.0,176.84,51.85,-0.031400000000000004,1132747.0,0.2027,0.5501,0.9118999999999999,1.4365999999999999,0.5228,0.9147,35.57%,309.06%,623.29%,0.09390000000000001,0.057800000000000004,593650.0,1.91,51.85,-0.031400000000000004,1132747.0,80
RES,"RPC, Inc",Energy,Oil & Gas Equipment & Services,USA,1470000000.0,30.21,6.65,-0.0075,3797582.0,0.0342,0.2157,0.33,0.4301,0.2224,0.0358,-30.73%,74.54%,-38.19%,0.040999999999999995,0.0378,1880000.0,2.02,6.65,-0.0075,3797582.0,79
DNLI,Denali Therapeutics Inc,Healthcare,Biotechnology,USA,3390000000.0,,21.74,0.0069,2748758.0,0.0736,0.3248,0.3378,0.5719,0.31679999999999997,-0.0713,-29.44%,-73.33%,-,0.061200000000000004,0.0602,1610000.0,1.71,21.74,0.0069,2748758.0,78
TTMI,TTM Technologies Inc,Technology,Electronic Components,USA,10150000000.0,78.27,98.2,0.0178,4300870.0,0.0335,0.3945,0.5457,1.0783,0.4232,3.0477999999999996,486.97%,593.01%,1675.77%,0.057,0.07490000000000001,2590000.0,1.66,98.2,0.0178,4300870.0,78
EGY,"VAALCO Energy, Inc",Energy,Oil & Gas E&P,USA,535890000.0,18.76,5.14,-0.0058,1516508.0,0.0821,0.4121,0.3282,0.38170000000000004,0.4121,0.2267,5.76%,126.43%,298.45%,0.0447,0.0471,993910.0,1.53,5.14,-0.0058,1516508.0,77
MIRM,Mirum Pharmaceuticals Inc,Healthcare,Biotechnology,USA,5330000000.0,,103.22,0.0029,805904.0,0.0947,0.3091,0.46490000000000004,0.9973000000000001,0.30670000000000003,1.1239,337.00%,427.44%,-,0.04,0.045899999999999996,756120.0,1.07,103.22,0.0029,805904.0,77
CMPX,Compass Therapeutics Inc,Healthcare,Biotechnology,USA,1140000000.0,,6.4,0.0031,2839040.0,0.08470000000000001,0.18960000000000002,0.6931,1.1549,0.1918,1.0579,52.02%,-,-,0.0653,0.07780000000000001,2170000.0,1.31,6.4,0.0031,2839040.0,77
VIAV,Viavi Solutions Inc,Technology,Communication Equipment,USA,5660000000.0,,24.46,-0.0097,7140904.0,0.3018,0.35810000000000003,0.7495999999999999,1.4338,0.3726,1.4707,118.98%,52.87%,399.18%,0.0604,0.048499999999999995,4380000.0,1.63,24.46,-0.0097,7140904.0,77
AXGN,Axogen Inc,Healthcare,Medical Devices,USA,1750000000.0,,34.85,0.025,1370796.0,0.061500000000000006,0.06480000000000001,0.5663,1.6622999999999999,0.06480000000000001,0.9033,237.69%,87.26%,595.61%,0.0479,0.049100000000000005,932620.0,1.47,34.85,0.025,1370796.0,75
WHD,Cactus Inc,Energy,Oil & Gas Equipment & Services,USA,4490000000.0,22.36,56.23,0.0063,728423.0,0.0516,0.22210000000000002,0.33030000000000004,0.32899999999999996,0.231,-0.08810000000000001,5.89%,103.81%,-,0.0346,0.0345,728480.0,1.0,56.23,0.0063,728423.0,75
WT,WisdomTree Inc,Financial,Asset Management,USA,2280000000.0,21.81,16.2,-0.0206,8239251.0,-0.0049,0.3043,0.3729,0.2208,0.32899999999999996,0.6446999999999999,189.29%,201.68%,28.88%,0.0434,0.0393,3510000.0,2.35,16.2,-0.0206,8239251.0,74
ELVN,Enliven Therapeutics Inc,Healthcare,Biotechnology,USA,1570000000.0,,26.45,0.0304,1672942.0,0.026000000000000002,0.701,0.1678,0.40619999999999995,0.7175,0.268,57.44%,-51.91%,-,0.037599999999999995,0.0956,986870.0,1.7,26.45,0.0304,1672942.0,74
ALT,Altimmune Inc,Healthcare,Biotechnology,USA,701300000.0,,5.6,0.098,6280832.0,0.0182,0.5512,0.4,0.5176,0.5512,-0.1942,-60.09%,-66.86%,-90.82%,0.1369,0.09380000000000001,4830000.0,1.3,5.6,0.098,6280832.0,74
GBCI,"Glacier Bancorp, Inc",Financial,Banks - Regional,USA,6590000000.0,25.41,50.68,0.015,2088730.0,0.0558,0.1404,0.24609999999999999,0.1563,0.1505,0.0366,8.85%,1.27%,126.45%,0.026600000000000002,0.030899999999999997,884270.0,2.36,50.68,0.015,2088730.0,74
PCVX,Vaxcyte Inc,Healthcare,Biotechnology,USA,7010000000.0,,53.57,0.014199999999999999,5275322.0,0.0159,0.1797,0.2309,0.5779,0.161,-0.3958,14.74%,105.41%,-,0.0622,0.057800000000000004,1320000.0,3.99,53.57,0.014199999999999999,5275322.0,74
TPC,Tutor Perini Corp,Industrials,Engineering & Construction,USA,4160000000.0,,78.89,-0.0121,1790291.0,0.0379,0.16149999999999998,0.1377,0.6384000000000001,0.1771,2.2478,792.42%,413.61%,638.67%,0.0391,0.0384,500390.0,3.58,78.89,-0.0121,1790291.0,72
FLNC,Fluence Energy Inc,Utilities,Utilities - Renewable,USA,5650000000.0,,30.77,-0.0253,7341111.0,0.1422,0.5493,0.5173,2.7894,0.5556,1.3222999999999998,38.23%,-,-,0.0947,0.0909,5960000.0,1.23,30.77,-0.0253,7341111.0,72
HE,"Hawaiian Electric Industries, Inc",Utilities,Utilities - Regulated Electric,USA,2640000000.0,20.18,15.32,-0.0347,3531986.0,0.0393,0.21489999999999998,0.3264,0.4291,0.2455,0.7389,-63.16%,-55.39%,-46.23%,0.0446,0.0481,3710000.0,0.95,15.32,-0.0347,3531986.0,72
LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,USA,3990000000.0,27.56,24.65,-0.027200000000000002,5137703.0,0.18280000000000002,0.3189,0.3015,0.9976,0.3353,0.1931,62.71%,103.89%,-,0.0702,0.0562,3710000.0,1.39,24.65,-0.027200000000000002,5137703.0,72
FFBC,First Financial Bancorp,Financial,Banks - Regional,USA,3000000000.0,10.81,28.74,-0.0021,2344045.0,0.0708,0.1382,0.2188,0.1856,0.1487,0.039,24.31%,40.95%,85.30%,0.029300000000000003,0.0264,796980.0,2.94,28.74,-0.0021,2344045.0,71
OIS,"Oil States International, Inc",Energy,Oil & Gas Equipment & Services,USA,506040000.0,22.59,8.47,-0.011699999999999999,1205516.0,0.0012,0.2293,0.2419,0.6973999999999999,0.2511,0.6195,-1.28%,39.77%,-68.66%,0.0375,0.0374,727380.0,1.66,8.47,-0.011699999999999999,1205516.0,71
WNC,Wabash National Corp,Industrials,Farm & Heavy Construction Machinery,USA,410430000.0,1.67,10.13,0.0191,2570105.0,-0.0039000000000000003,0.16440000000000002,0.21899999999999997,0.0171,0.1711,-0.3789,-60.13%,-39.23%,-4.52%,0.042699999999999995,0.049,557910.0,4.61,10.13,0.0191,2570105.0,70
TDW,Tidewater Inc,Energy,Oil & Gas Equipment & Services,USA,3100000000.0,21.07,62.49,0.0003,913116.0,0.0349,0.23129999999999998,0.265,0.24960000000000002,0.2372,0.1656,44.22%,485.66%,-63.83%,0.0495,0.042300000000000004,753340.0,1.21,62.49,0.0003,913116.0,70
TWI,"Titan International, Inc",Industrials,Farm & Heavy Construction Machinery,USA,610100000.0,,9.54,0.0203,715288.0,0.07429999999999999,0.2137,0.1985,0.1277,0.2184,0.08410000000000001,-40.93%,41.54%,204.79%,0.0421,0.0412,650730.0,1.1,9.54,0.0203,715288.0,70
SFL,SFL Corporation Ltd,Industrials,Marine Shipping,Bermuda,1230000000.0,,8.86,0.0034000000000000002,1865643.0,0.059800000000000006,0.1506,0.2323,-0.0349,0.1344,-0.1634,-10.05%,33.23%,-29.74%,0.0349,0.027999999999999997,1290000.0,1.44,8.86,0.0034000000000000002,1865643.0,70
CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA,4780000000.0,12.44,53.5,0.0218,1095245.0,0.0901,0.1974,0.14150000000000001,0.1104,0.1966,0.049,13.73%,118.37%,-,0.0315,0.037200000000000004,922990.0,1.19,53.5,0.0218,1095245.0,70
NEOG,Neogen Corp,Healthcare,Diagnostics & Research,USA,2220000000.0,,10.22,0.001,2947744.0,0.0429,0.4496,0.6404000000000001,1.1978,0.4621,-0.11130000000000001,-48.77%,-76.20%,-47.69%,0.038900000000000004,0.0548,3910000.0,0.75,10.22,0.001,2947744.0,70
CRGY,Crescent Energy Co,Energy,Oil & Gas E&P,USA,3210000000.0,,9.77,0.019799999999999998,7888275.0,0.1217,0.1603,0.2002,0.0574,0.16449999999999998,-0.3753,-20.11%,-,-,0.042699999999999995,0.0443,6010000.0,1.31,9.77,0.019799999999999998,7888275.0,70
LASR,nLIGHT Inc,Technology,Semiconductors,USA,2320000000.0,,45.61,-0.0318,944020.0,0.0382,0.18309999999999998,0.4064,1.1709,0.2159,3.1164,271.72%,29.13%,-,0.0647,0.0644,760160.0,1.24,45.61,-0.0318,944020.0,70
HP,"Helmerich & Payne, Inc",Energy,Oil & Gas Drilling,USA,3440000000.0,,33.88,0.0053,1757620.0,0.0489,0.1711,0.2746,1.0901,0.1813,0.0345,-28.74%,38.54%,-24.91%,0.0446,0.04190000000000001,1580000.0,1.11,33.88,0.0053,1757620.0,70
INSW,International Seaways Inc,Energy,Oil & Gas Midstream,USA,2950000000.0,13.58,59.65,0.005600000000000001,758793.0,0.0417,0.2335,0.1932,0.5379,0.2286,0.6665000000000001,111.17%,410.62%,-,0.034,0.0355,533440.0,1.42,59.65,0.005600000000000001,758793.0,70
ARRY,Array Technologies Inc,Technology,Solar,USA,1730000000.0,,11.32,-0.0329,4871630.0,0.0755,0.2048,0.2696,0.7423000000000001,0.22829999999999998,0.5839,-50.22%,-76.58%,-,0.08990000000000001,0.0766,6540000.0,0.75,11.32,-0.0329,4871630.0,69
USAR,USA Rare Earth Inc,Basic Materials,Other Industrial Metals & Mining,USA,3310000000.0,,22.42,0.0159,29838059.0,-0.0949,0.8482999999999999,0.11539999999999999,0.764,0.884,0.7822,-,-,-,0.1487,0.1332,14910000.0,2.0,22.42,0.0159,29838059.0,69
CMRE,Costamare Inc,Industrials,Marine Shipping,Monaco,2020000000.0,6.7,16.78,-0.0106,647232.0,0.054000000000000006,0.062,0.39020000000000005,0.6629999999999999,0.06269999999999999,0.9070999999999999,130.33%,174.74%,253.83%,0.0262,0.029900000000000003,508000.0,1.27,16.78,-0.0106,647232.0,69
UCTT,Ultra Clean Hldgs Inc,Technology,Semiconductor Equipment & Materials,USA,1980000000.0,,43.68,-0.0802,1207460.0,0.0044,0.695,0.5278,0.9396,0.7243999999999999,0.24230000000000002,29.58%,2.22%,749.81%,0.0637,0.0652,698870.0,1.73,43.68,-0.0802,1207460.0,69
AXSM,Axsome Therapeutics Inc,Healthcare,Biotechnology,USA,9290000000.0,,184.25,-0.0055000000000000005,745829.0,-0.0092,0.23829999999999998,0.38189999999999996,0.8173999999999999,0.0088,0.7524,149.05%,143.85%,1377.55%,0.029300000000000003,0.0412,649100.0,1.15,184.25,-0.0055000000000000005,745829.0,69
NE,Noble Corp Plc,Energy,Oil & Gas Drilling,USA,5660000000.0,25.53,35.62,-0.0108,2103812.0,0.055999999999999994,0.2551,0.21489999999999998,0.3286,0.2613,0.1124,-12.09%,-,-,0.038,0.037000000000000005,1670000.0,1.26,35.62,-0.0108,2103812.0,69
DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,USA,1410000000.0,,5.81,-0.0102,1113234.0,0.0265,0.22829999999999998,0.4171,0.7768,0.1979,1.5152,709.19%,33.56%,-59.69%,0.0276,0.0363,1220000.0,0.91,5.81,-0.0102,1113234.0,69
LQDA,Liquidia Corp,Healthcare,Biotechnology,USA,3690000000.0,,42.39,-0.015600000000000001,1529756.0,0.0443,0.23120000000000002,0.8881999999999999,1.2681,0.2291,1.9727000000000001,510.81%,1327.27%,-,0.052199999999999996,0.0852,2009999.9999999998,0.76,42.39,-0.015600000000000001,1529756.0,69
RUSHA,Rush Enterprises Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,4860000000.0,19.07,64.19,0.014199999999999999,1047669.0,0.0187,0.1711,0.2741,0.1856,0.19,0.0711,86.02%,113.16%,668.23%,0.0262,0.029500000000000002,580630.0,1.8,64.19,0.014199999999999999,1047669.0,69
AMRX,Amneal Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,4300000000.0,963.38,13.68,-0.0305,4462096.0,0.0217,0.0621,0.3116,0.7494,0.0857,0.5670000000000001,536.28%,182.06%,-65.85%,0.0453,0.0316,2400000.0,1.86,13.68,-0.0305,4462096.0,68
HLX,Helix Energy Solutions Group Inc,Energy,Oil & Gas Equipment & Services,USA,1170000000.0,28.12,7.94,0.0025,2820414.0,0.0559,0.26030000000000003,0.17980000000000002,0.33899999999999997,0.2663,-0.0305,0.63%,82.95%,124.29%,0.0395,0.0368,1570000.0,1.79,7.94,0.0025,2820414.0,68
MBX,MBX Biosciences Inc,Healthcare,Biotechnology,USA,1650000000.0,,36.85,0.0003,949865.0,-0.0264,0.19260000000000002,0.8878,1.7811000000000001,0.1684,2.5881,-,-,-,0.060700000000000004,0.09380000000000001,792140.0,1.2,36.85,0.0003,949865.0,67
VSH,"Vishay Intertechnology, Inc",Technology,Semiconductors,USA,2730000000.0,,20.15,-0.001,3420334.0,0.09210000000000002,0.36329999999999996,0.1661,0.22940000000000002,0.3906,0.22719999999999999,-12.16%,-13.00%,88.85%,0.0371,0.039900000000000005,1890000.0,1.81,20.15,-0.001,3420334.0,67
DOCN,DigitalOcean Holdings Inc,Technology,Software - Infrastructure,USA,5050000000.0,22.42,55.25,-0.015700000000000002,2293741.0,0.030600000000000002,0.1322,0.39520000000000005,0.9831,0.1482,0.3215,97.60%,-,-,0.0701,0.056600000000000004,2430000.0,0.94,55.25,-0.015700000000000002,2293741.0,67
RDW,Redwire Corporation,Industrials,Aerospace & Defense,USA,1940000000.0,,11.75,-0.0827,42743243.0,-0.061500000000000006,0.47979999999999995,0.4968,-0.1777,0.5461,-0.47119999999999995,385.54%,11.80%,-,0.16870000000000002,0.1413,17430000.0,2.45,11.75,-0.0827,42743243.0,67
COMP,Compass Inc,Real Estate,Real Estate Services,USA,9070000000.0,,12.52,-0.0391,18839821.0,-0.0608,0.18,0.6452,0.5768,0.1845,0.7221,258.74%,-,-,0.0473,0.0499,16690000.000000002,1.13,12.52,-0.0391,18839821.0,67
OII,"Oceaneering International, Inc",Energy,Oil & Gas Equipment & Services,USA,3000000000.0,13.17,30.1,-0.009899999999999999,1176547.0,0.0319,0.2382,0.2792,0.3871,0.2526,0.1911,52.02%,209.67%,-10.26%,0.0557,0.0415,887420.0,1.33,30.1,-0.009899999999999999,1176547.0,67
BTU,Peabody Energy Corp,Energy,Thermal Coal,USA,4290000000.0,,35.26,-0.0241,3030411.0,-0.0711,0.182,0.3059,1.1833,0.18719999999999998,0.9299,30.30%,998.44%,-,0.0652,0.052199999999999996,2980000.0,1.02,35.26,-0.0241,3030411.0,67
AXL,Dauch Corp,Consumer Cyclical,Auto Parts,USA,946010000.0,23.67,7.97,-0.013600000000000001,5690526.0,-0.0374,0.2357,0.2003,0.7909999999999999,0.2434,0.521,-3.63%,-12.51%,-39.67%,0.0395,0.048600000000000004,3120000.0,1.82,7.97,-0.013600000000000001,5690526.0,67
FPI,Farmland Partners Inc,Real Estate,REIT - Specialty,USA,500360000.0,9.7,11.61,0.0175,759401.0,0.07400000000000001,0.20559999999999998,0.17300000000000001,0.1316,0.1981,0.0187,2.33%,11.52%,30.22%,0.0232,0.0212,546510.0,1.39,11.61,0.0175,759401.0,67
KMT,Kennametal Inc,Industrials,Tools & Accessories,USA,2620000000.0,28.23,34.39,-0.0121,1290122.0,-0.0029,0.2003,0.5017,0.3889,0.21050000000000002,0.4365,24.96%,-14.30%,106.05%,0.0202,0.027200000000000002,921150.0,1.4,34.39,-0.0121,1290122.0,67
CALY,Callaway Golf Co,Consumer Cyclical,Leisure,USA,2640000000.0,,14.35,-0.0124,2709735.0,-0.0801,0.1998,0.5089,0.5514,0.2296,0.7981999999999999,-38.99%,-50.35%,66.47%,0.0369,0.0421,3150000.0,0.86,14.35,-0.0124,2709735.0,66
CNX,CNX Resources Corp,Energy,Oil & Gas E&P,USA,5230000000.0,10.54,38.8,0.0319,3840806.0,0.059000000000000004,0.0341,0.2213,0.2801,0.0552,0.3947,146.19%,197.09%,655.17%,0.0332,0.0349,2060000.0,1.86,38.8,0.0319,3840806.0,66
DAN,Dana Inc,Consumer Cyclical,Auto Parts,USA,3380000000.0,65.41,28.9,-0.0034000000000000002,1244586.0,-0.068,0.19920000000000002,0.3404,0.8153,0.2163,0.7505,68.22%,38.41%,148.71%,0.0358,0.036000000000000004,1900000.0,0.65,28.9,-0.0034000000000000002,1244586.0,66
LIVN,LivaNova PLC,Healthcare,Medical Devices,United Kingdom,3590000000.0,,65.71,0.0155,1093985.0,0.0404,0.055099999999999996,0.23190000000000002,0.5575,0.0679,0.2953,17.07%,-1.73%,23.45%,0.0233,0.0255,597690.0,1.83,65.71,0.0155,1093985.0,66
TTI,"Tetra Technologies, Inc",Industrials,Conglomerates,USA,1520000000.0,12.4,11.4,-0.0138,1425373.0,0.0097,0.2206,0.5811,1.7805000000000002,0.21660000000000001,1.6824000000000001,187.15%,738.24%,102.49%,0.0545,0.0557,2150000.0,0.66,11.4,-0.0138,1425373.0,65
AVR,Anteris Technologies Global Corp,Healthcare,Medical Instruments & Supplies,USA,245950000.0,,5.97,-0.044800000000000006,1259625.0,-0.0759,0.1752,0.3568,0.8598,0.19640000000000002,0.0034000000000000002,-,-,-,0.0634,0.094,703350.0,1.79,5.97,-0.044800000000000006,1259625.0,65
EBC,Eastern Bankshares Inc,Financial,Banks - Regional,USA,4880000000.0,50.26,20.49,0.0037,2428755.0,0.0217,0.10550000000000001,0.22440000000000002,0.3259,0.1115,0.12869999999999998,16.92%,25.67%,-,0.022000000000000002,0.025699999999999997,2240000.0,1.08,20.49,0.0037,2428755.0,65
UPB,Upstream Bio Inc,Healthcare,Biotechnology,USA,1680000000.0,,31.08,0.0045000000000000005,667528.0,0.0353,0.1376,0.2848,1.03,0.1448,2.0322,-,-,-,0.0637,0.06309999999999999,546260.0,1.22,31.08,0.0045000000000000005,667528.0,65
KLIC,"Kulicke & Soffa Industries, Inc",Technology,Semiconductor Equipment & Materials,USA,3000000000.0,,57.33,-0.0258,916348.0,-0.0038,0.2361,0.4437,0.75,0.2583,0.3059,9.01%,50.39%,468.19%,0.031200000000000002,0.0378,620670.0,1.48,57.33,-0.0258,916348.0,65
