Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Volatility W,Volatility M,Avg Volume,Rel Volume,Price_perf,Change_perf,Volume_perf,SCORE
FIP,FTAI Infrastructure Inc,Industrials,Conglomerates,USA,676830000.0,,5.82,-0.028399999999999998,1277632.0,-0.08349999999999999,0.268,0.10439999999999999,-0.0718,0.2625,-0.1698,75.83%,-,-,0.0602,0.057300000000000004,1350000.0,0.95,5.82,-0.028399999999999998,1277632.0,47
GKOS,Glaukos Corporation,Healthcare,Medical Devices,USA,6860000000.0,,119.38,0.0026,761121.0,-0.005,0.045,0.5486,0.38670000000000004,0.057300000000000004,-0.2492,148.97%,40.50%,630.60%,0.0545,0.0481,969860.0,0.78,119.38,0.0026,761121.0,47
SIG,Signet Jewelers Ltd,Consumer Cyclical,Luxury Goods,Bermuda,3750000000.0,27.58,92.27,0.0068000000000000005,746041.0,0.0276,0.1112,-0.08869999999999999,0.16649999999999998,0.1133,0.5778,19.91%,152.03%,-24.70%,0.0298,0.041299999999999996,876590.0,0.85,92.27,0.0068000000000000005,746041.0,47
HOMB,Home Bancshares Inc,Financial,Banks - Regional,USA,5670000000.0,12.03,28.9,-0.0014000000000000002,3659076.0,0.0194,0.0325,0.0852,0.0263,0.0403,-0.0434,28.67%,32.97%,65.10%,0.0155,0.0225,1190000.0,3.08,28.9,-0.0014000000000000002,3659076.0,46
KALV,KalVista Pharmaceuticals Inc,Healthcare,Biotechnology,USA,789030000.0,,15.61,-0.0026,553195.0,-0.0256,-0.0045000000000000005,0.4243,0.14529999999999998,-0.0334,0.7798999999999999,95.37%,-5.05%,-55.58%,0.0529,0.0672,1340000.0,0.41,15.61,-0.0026,553195.0,46
RNST,Renasant Corp,Financial,Banks - Regional,USA,3580000000.0,17.82,37.71,-0.0087,747507.0,0.0121,0.0632,0.1197,0.0292,0.0707,-0.0037,9.30%,-1.87%,22.20%,0.0339,0.029900000000000003,565530.0,1.32,37.71,-0.0087,747507.0,46
SFNC,Simmons First National Corp,Financial,Banks - Regional,USA,2940000000.0,,20.33,0.0005,942459.0,0.0125,0.0728,0.1779,0.0605,0.0785,-0.1,-6.10%,-23.14%,-3.67%,0.021,0.0271,1100000.0,0.85,20.33,0.0005,942459.0,46
SMTC,Semtech Corp,Technology,Semiconductors,USA,7380000000.0,262.16,79.75,-0.027200000000000002,2092532.0,-0.0096,0.0611,0.1465,0.5607,0.08220000000000001,0.3226,142.70%,-2.92%,333.90%,0.0552,0.0555,1580000.0,1.32,79.75,-0.027200000000000002,2092532.0,45
BIOA,BioAge Labs Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,792880000.0,,18.99,-0.0058,580829.0,0.0096,0.3933,1.4727000000000001,3.3158999999999996,0.4354,2.8209,-,-,-,0.052300000000000006,0.10800000000000001,585140.0,0.99,18.99,-0.0058,580829.0,45
MCHB,Mechanics Bancorp,Financial,Banks - Regional,USA,3470000000.0,,14.99,-0.011899999999999999,629730.0,0.0197,0.0302,0.1153,0.146,0.0246,0.5518,-48.47%,-59.18%,-22.53%,0.0408,0.034300000000000004,643440.0,0.98,14.99,-0.011899999999999999,629730.0,45
NPKI,NPK International Inc,Energy,Oil & Gas Equipment & Services,USA,1170000000.0,36.08,13.81,-0.0014000000000000002,582329.0,0.0066,0.1394,0.011000000000000001,0.531,0.1586,0.9396,202.19%,441.57%,210.34%,0.0334,0.0387,747160.0,0.78,13.81,-0.0014000000000000002,582329.0,45
CTOS,Custom Truck One Source Inc,Industrials,Rental & Leasing Services,USA,1430000000.0,,6.32,0.0,1556991.0,-0.0032,0.0915,0.0464,0.021,0.09720000000000001,0.2177,-8.41%,-19.08%,-,0.0264,0.0346,752270.0,2.07,6.32,0.0,1556991.0,44
DBRG,DigitalBridge Group Inc,Financial,Asset Management,USA,2900000000.0,216.76,15.39,-0.0013,2473648.0,-0.0026,0.0072,0.2118,0.433,0.0033,0.46990000000000004,18.48%,-19.00%,-63.58%,0.0045000000000000005,0.004,7020000.0,0.35,15.39,-0.0013,2473648.0,44
BRSP,BrightSpire Capital Inc,Real Estate,REIT - Mortgage,USA,775800000.0,,5.98,-0.026099999999999998,1151549.0,0.0118,0.04,0.1456,0.15439999999999998,0.0679,0.0679,-10.83%,-22.93%,-,0.026600000000000002,0.025,730440.0,1.58,5.98,-0.026099999999999998,1151549.0,44
WTTR,Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,1460000000.0,62.51,12.09,0.0025,966613.0,0.0075,0.1363,0.0203,0.2555,0.1492,-0.0771,39.93%,119.82%,-,0.0378,0.0414,760230.0,1.27,12.09,0.0025,966613.0,44
WKC,World Kinect Corp,Energy,Oil & Gas Refining & Marketing,USA,1500000000.0,,26.91,0.006,1141874.0,0.018500000000000003,0.1383,0.0479,-0.0132,0.1485,-0.0601,-5.28%,-17.02%,-31.19%,0.0291,0.0305,894180.0,1.28,26.91,0.006,1141874.0,44
AUB,Atlantic Union Bankshares Corp,Financial,Banks - Regional,USA,5540000000.0,19.1,38.84,-0.0092,1526389.0,-0.0008,0.0929,0.1834,0.22519999999999998,0.1003,0.039900000000000005,2.97%,7.12%,73.70%,0.0206,0.027000000000000003,1190000.0,1.28,38.84,-0.0092,1526389.0,44
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2990000000.0,14.18,24.3,-0.011399999999999999,972355.0,0.0305,0.0434,0.1566,0.1392,0.041100000000000005,0.014199999999999999,45.25%,554.99%,1057.14%,0.030699999999999998,0.0329,1310000.0,0.74,24.3,-0.011399999999999999,972355.0,44
LUMN,Lumen Technologies Inc,Communication Services,Telecom Services,USA,9050000000.0,,8.82,-0.0123,11609393.0,0.0292,0.12789999999999999,-0.19820000000000002,0.982,0.1351,0.7605,66.42%,-22.56%,-62.94%,0.063,0.0579,15330000.0,0.76,8.82,-0.0123,11609393.0,44
SBCF,Seacoast Banking Corp. Of Florida,Financial,Banks - Regional,USA,3270000000.0,20.97,33.44,-0.0199,964016.0,0.0021,0.0646,0.084,0.1862,0.0643,0.1837,6.50%,0.72%,138.35%,0.024399999999999998,0.0286,681070.0,1.42,33.44,-0.0199,964016.0,43
GVA,Granite Construction Inc,Industrials,Engineering & Construction,USA,5270000000.0,35.49,120.74,-0.0068000000000000005,385189.0,0.0038,0.034,0.1705,0.2781,0.0467,0.38880000000000003,193.77%,268.90%,209.99%,0.0195,0.023399999999999997,675690.0,0.57,120.74,-0.0068000000000000005,385189.0,43
PBF,PBF Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,3880000000.0,,33.46,0.006,2524680.0,0.0015,0.2849,-0.0191,0.4805,0.23379999999999998,0.0989,-23.52%,293.18%,-5.85%,0.0478,0.067,3040000.0,0.83,33.46,0.006,2524680.0,43
PDM,Piedmont Realty Trust Inc,Real Estate,REIT - Office,USA,1050000000.0,,8.42,0.0084,1573685.0,0.0024,0.006,0.046,0.11380000000000001,0.0096,0.0048,-11.44%,-44.70%,-48.22%,0.0302,0.0274,710690.0,2.21,8.42,0.0084,1573685.0,43
KN,Knowles Corp,Technology,Electronic Components,USA,2060000000.0,54.35,24.24,-0.0134,682178.0,0.0125,0.1222,0.0276,0.1935,0.1311,0.2691,28.80%,20.66%,93.61%,0.024700000000000003,0.031200000000000002,702650.0,0.97,24.24,-0.0134,682178.0,43
PECO,Phillips Edison & Company Inc,Real Estate,REIT - Retail,USA,5020000000.0,59.37,36.23,0.0069,1016112.0,0.026099999999999998,0.01,0.0634,0.0722,0.018600000000000002,-0.0017000000000000001,10.76%,-,-,0.0203,0.0165,884890.0,1.15,36.23,0.0069,1016112.0,43
AMLX,Amylyx Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1570000000.0,,14.29,-0.0377,2262095.0,-0.0933,0.19079999999999997,0.0288,0.7796,0.18289999999999998,3.1301,-64.76%,-,-,0.0638,0.0725,1620000.0,1.4,14.29,-0.0377,2262095.0,42
ERAS,Erasca Inc,Healthcare,Biotechnology,USA,3250000000.0,,10.51,0.0194,4565266.0,0.0552,1.9688999999999999,3.4534,6.4276,1.8253,4.712,168.80%,-,-,0.06849999999999999,0.15810000000000002,4550000.0,1.0,10.51,0.0194,4565266.0,42
LTH,Life Time Group Holdings Inc,Consumer Cyclical,Leisure,USA,6430000000.0,22.75,29.17,-0.0058,3020863.0,-0.0178,0.086,0.1654,0.015700000000000002,0.0974,-0.0051,65.36%,-,-,0.0258,0.0326,2140000.0,1.41,29.17,-0.0058,3020863.0,42
CVBF,CVB Financial Corp,Financial,Banks - Regional,USA,2670000000.0,13.04,19.71,0.0103,2597301.0,-0.0066,0.0484,0.061399999999999996,0.0546,0.059699999999999996,-0.0519,-18.49%,-7.51%,36.31%,0.022000000000000002,0.026099999999999998,1250000.0,2.07,19.71,0.0103,2597301.0,42
CORZ,Core Scientific Inc,Technology,Software - Infrastructure,USA,5580000000.0,129.15,17.99,-0.0451,13131311.0,-0.0426,0.23129999999999998,-0.1338,0.3287,0.23559999999999998,0.5698,-,-,-,0.057,0.0567,13060000.0,1.01,17.99,-0.0451,13131311.0,42
SPIR,Spire Global Inc,Industrials,Specialty Business Services,USA,396260000.0,24.73,11.45,-0.0537,602245.0,-0.1186,0.5025999999999999,0.0741,0.1416,0.5267000000000001,-0.37189999999999995,24.46%,-86.41%,-,0.09939999999999999,0.09380000000000001,749020.0,0.8,11.45,-0.0537,602245.0,42
ALDX,Aldeyra Therapeutics Inc,Healthcare,Biotechnology,USA,322470000.0,,5.36,0.0075,742864.0,0.032799999999999996,0.0408,0.0603,0.0741,0.0347,0.0347,-11.84%,-55.67%,-4.63%,0.0658,0.0739,1050000.0,0.71,5.36,0.0075,742864.0,42
IBRX,ImmunityBio Inc,Healthcare,Biotechnology,USA,6160000000.0,,6.25,0.0575,29537843.0,-0.031,2.1566,1.5826,1.5407,2.1566,0.9778,47.06%,-67.12%,-50.71%,0.115,0.1336,24530000.0,1.2,6.25,0.0575,29537843.0,42
NTLA,Intellia Therapeutics Inc,Healthcare,Biotechnology,USA,1520000000.0,,13.15,-0.054000000000000006,5299530.0,-0.1012,0.4514,0.0023,0.1297,0.46270000000000006,0.2994,-66.30%,-81.58%,-,0.1042,0.0898,6120000.0,0.87,13.15,-0.054000000000000006,5299530.0,42
UNFI,United Natural Foods Inc,Consumer Defensive,Food Distribution,USA,2270000000.0,,37.23,-0.0013,565697.0,0.0574,0.111,-0.0277,0.34700000000000003,0.1057,0.2402,-8.46%,32.44%,4.17%,0.0484,0.0388,950730.0,0.6,37.23,-0.0013,565697.0,41
ZD,Ziff Davis Inc,Communication Services,Advertising Agencies,USA,1510000000.0,15.47,38.22,-0.0348,518940.0,0.0003,0.0742,0.1335,0.2281,0.0873,-0.2916,-56.61%,-55.20%,-39.86%,0.0407,0.0453,640410.0,0.81,38.22,-0.0348,518940.0,41
BTSG,BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,7080000000.0,65.56,39.27,-0.0141,1593655.0,-0.009300000000000001,0.0433,0.1533,0.9017000000000001,0.048600000000000004,0.6535,-,-,-,0.0384,0.036000000000000004,1960000.0,0.81,39.27,-0.0141,1593655.0,41
CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,8340000000.0,27.82,37.34,0.006999999999999999,1685378.0,0.013300000000000001,0.0111,0.0986,0.17420000000000002,0.0326,0.42460000000000003,97.15%,72.04%,282.56%,0.021400000000000002,0.0225,1830000.0,0.92,37.34,0.006999999999999999,1685378.0,41
JAMF,Jamf Holding Corp,Technology,Software - Application,USA,1750000000.0,,13.05,0.0,0.0,0.0023,0.0038,0.1704,0.6151,0.0031,-0.17300000000000001,-31.24%,-61.78%,-,0.0025,0.0016,2590000.0,0.0,13.05,0.0,0.0,41
ANAB,AnaptysBio Inc,Healthcare,Biotechnology,USA,1310000000.0,,47.41,-0.0092,453729.0,-0.0027,-0.017,0.3126,0.9312,-0.022099999999999998,1.7216,90.40%,90.48%,-,0.0572,0.0634,547890.0,0.83,47.41,-0.0092,453729.0,41
BKU,BankUnited Inc,Financial,Banks - Regional,USA,3570000000.0,13.45,47.47,-0.0031,841039.0,-0.0036,0.0639,0.1776,0.3016,0.06509999999999999,0.1635,33.68%,27.92%,43.89%,0.02,0.0281,950320.0,0.89,47.47,-0.0031,841039.0,41
POR,Portland General Electric Co,Utilities,Utilities - Regulated Electric,USA,5650000000.0,18.23,50.25,-0.0004,1725094.0,0.018600000000000002,0.0449,0.0984,0.222,0.0471,0.2173,7.17%,18.88%,33.43%,0.016,0.0169,1120000.0,1.55,50.25,-0.0004,1725094.0,41
SPHR,Sphere Entertainment Co,Communication Services,Entertainment,USA,3370000000.0,,95.51,-0.0087,597082.0,-0.0072,-0.0129,0.4052,1.2186,0.0045000000000000005,1.0781,317.50%,114.53%,-,0.0361,0.0404,836670.0,0.71,95.51,-0.0087,597082.0,41
DEA,Easterly Government Properties Inc,Real Estate,REIT - Office,USA,1080000000.0,77.09,23.39,0.011200000000000002,569511.0,-0.0089,0.0956,0.08539999999999999,0.0632,0.1038,-0.15560000000000002,-38.10%,-56.62%,-40.53%,0.0265,0.023399999999999997,521530.0,1.09,23.39,0.011200000000000002,569511.0,40
VRE,Veris Residential Inc,Real Estate,REIT - Residential,USA,1420000000.0,23.41,15.19,0.0073,579924.0,0.0229,0.0066,0.0622,0.0788,0.0208,-0.0319,-4.65%,13.36%,-26.27%,0.02,0.022799999999999997,695040.0,0.83,15.19,0.0073,579924.0,40
GTLS,Chart Industries Inc,Industrials,Specialty Industrial Machinery,USA,9910000000.0,250.11,207.34,0.0007000000000000001,1205241.0,0.0001,0.004699999999999999,0.0382,0.042800000000000005,0.0054,0.0087,65.29%,52.46%,1207.31%,0.0022,0.002,606060.0,1.99,207.34,0.0007000000000000001,1205241.0,39
TE,T1 Energy Inc,Industrials,Electrical Equipment & Parts,USA,2250000000.0,,8.33,-0.061900000000000004,16306666.0,-0.02,0.2815,1.3138999999999998,6.0,0.247,3.4309,-5.23%,-20.36%,-,0.1125,0.1368,19020000.0,0.86,8.33,-0.061900000000000004,16306666.0,39
CSGS,CSG Systems International Inc,Technology,Software - Infrastructure,USA,2270000000.0,27.06,79.75,0.0013,575907.0,0.0008,0.039900000000000005,0.013600000000000001,0.2768,0.039900000000000005,0.3682,35.54%,76.75%,123.64%,0.0033,0.0037,524210.00000000006,1.1,79.75,0.0013,575907.0,39
IVT,InvenTrust Properties Corp,Real Estate,REIT - Retail,USA,2280000000.0,19.4,29.39,0.0152,570199.0,0.0148,0.0426,0.066,0.066,0.0418,-0.02,19.64%,0.15%,-,0.016,0.0169,539360.0,1.06,29.39,0.0152,570199.0,39
AHH,Armada Hoffler Properties Inc,Real Estate,REIT - Diversified,USA,558670000.0,51.55,6.97,0.0087,980370.0,0.0116,0.0403,0.0806,0.020499999999999997,0.0529,-0.2724,-40.94%,-34.51%,-29.09%,0.0213,0.0226,889070.0,1.1,6.97,0.0087,980370.0,39
STRL,Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA,10990000000.0,35.09,357.91,-0.0562,476707.0,0.018600000000000002,0.16329999999999997,-0.11259999999999999,0.3375,0.16879999999999998,1.5363999999999998,967.43%,1451.41%,7219.22%,0.055999999999999994,0.052300000000000006,663100.0,0.72,357.91,-0.0562,476707.0,38
BNL,Broadstone Net Lease Inc,Real Estate,REIT - Diversified,USA,3500000000.0,39.97,18.51,0.0076,1886433.0,-0.0011,0.0553,0.0323,0.1398,0.06559999999999999,0.17149999999999999,11.62%,5.27%,-,0.0191,0.019,1870000.0,1.01,18.51,0.0076,1886433.0,37
MNKD,Mannkind Corp,Healthcare,Biotechnology,USA,1770000000.0,61.29,5.78,-0.0017000000000000001,4275162.0,0.058600000000000006,0.0212,0.0433,0.5291,0.0194,-0.054000000000000006,9.06%,54.13%,38.78%,0.0479,0.049,3740000.0,1.14,5.78,-0.0017000000000000001,4275162.0,37
SHLS,Shoals Technologies Group Inc,Technology,Solar,USA,1580000000.0,47.63,9.44,-0.0579,3489312.0,0.0239,0.1015,-0.11109999999999999,0.7514,0.1106,1.0522,-66.71%,-,-,0.07429999999999999,0.0694,4450000.0,0.78,9.44,-0.0579,3489312.0,37
NTCT,Netscout Systems Inc,Technology,Software - Infrastructure,USA,2009999999.9999998,22.63,27.81,0.0076,562449.0,0.0194,0.0168,0.048600000000000004,0.2983,0.0277,0.2443,-12.13%,-8.73%,1.61%,0.0252,0.027200000000000002,514919.99999999994,1.09,27.81,0.0076,562449.0,36
STNE,StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,4380000000.0,,16.14,-0.0347,8764514.0,0.009399999999999999,0.0717,-0.1532,0.26289999999999997,0.0913,0.8195999999999999,44.24%,-78.71%,-,0.0438,0.041100000000000005,6700000.0,1.31,16.14,-0.0347,8764514.0,36
TRNO,Terreno Realty Corp,Real Estate,REIT - Industrial,USA,6360000000.0,19.62,61.54,0.0016,776348.0,-0.0155,0.0296,0.0558,0.109,0.0482,-0.0535,-1.34%,8.04%,186.55%,0.0259,0.0209,724200.0,1.07,61.54,0.0016,776348.0,35
NMRK,Newmark Group Inc,Real Estate,Real Estate Services,USA,3220000000.0,30.84,17.83,0.0068000000000000005,1101156.0,0.0433,0.0183,-0.0424,0.1753,0.028300000000000002,0.2846,106.60%,139.97%,-,0.029500000000000002,0.0353,1110000.0,0.99,17.83,0.0068000000000000005,1101156.0,35
BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology,USA,14890000000.0,,77.27,-0.0231,2302022.0,-0.0077,0.023700000000000002,0.15990000000000001,0.6347,0.0102,1.1193,744.48%,17.45%,-,0.032400000000000005,0.0438,2350000.0,0.98,77.27,-0.0231,2302022.0,34
HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,USA,2250000000.0,52.47,31.91,0.0006,912318.0,0.0006,0.005699999999999999,0.0121,0.5408,0.006,-0.0545,-30.11%,-27.16%,21.28%,0.0017000000000000001,0.0019,880360.0,1.04,31.91,0.0006,912318.0,34
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA,5090000000.0,208.99,23.49,0.0095,1840758.0,0.0151,-0.0183,0.062,0.0751,-0.014199999999999999,0.0172,13.12%,38.92%,-6.53%,0.020499999999999997,0.0191,1880000.0,0.98,23.49,0.0095,1840758.0,33
FLR,Fluor Corporation,Industrials,Engineering & Construction,USA,7450000000.0,2.35,46.19,-0.016399999999999998,2271589.0,0.0134,0.1462,-0.0633,-0.1864,0.1655,-0.0397,24.70%,137.60%,7.69%,0.0336,0.0319,2990000.0,0.76,46.19,-0.016399999999999998,2271589.0,33
NOVT,Novanta Inc,Technology,Scientific & Technical Instruments,USA,4810000000.0,91.98,134.54,-0.04190000000000001,344955.0,-0.024300000000000002,0.1131,0.0461,0.09359999999999999,0.1307,-0.0894,-13.33%,2.72%,972.89%,0.039599999999999996,0.045599999999999995,634830.0,0.54,134.54,-0.04190000000000001,344955.0,32
CURB,Curbline Properties Corp,Real Estate,REIT - Retail,USA,2560000000.0,61.7,24.25,0.0113,699003.0,0.01,0.0408,0.0189,0.0987,0.044800000000000006,-0.012199999999999999,-,-,-,0.019,0.020099999999999996,746660.0,0.94,24.25,0.0113,699003.0,31
GLNG,Golar Lng,Energy,Oil & Gas Midstream,Bermuda,4250000000.0,,40.59,-0.0098,874841.0,0.0032,0.0885,-0.0015,-0.0138,0.0908,0.019799999999999998,73.17%,267.83%,125.63%,0.0285,0.0252,1170000.0,0.75,40.59,-0.0098,874841.0,30
RNA,Avidity Biosciences Inc,Healthcare,Biotechnology,USA,10940000000.0,,72.57,0.0,1266235.0,-0.0004,0.0058,0.04190000000000001,0.9768000000000001,0.0060999999999999995,1.2734999999999999,217.73%,183.37%,-,0.0022,0.0024,2880000.0,0.44,72.57,0.0,1266235.0,29
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,USA,2060000000.0,13.69,32.03,0.008199999999999999,483910.0,-0.0006,0.07339999999999999,-0.0753,0.11289999999999999,0.09210000000000002,0.1366,116.42%,154.61%,953.62%,0.0317,0.0288,706380.0,0.69,32.03,0.008199999999999999,483910.0,29
UE,Urban Edge Properties,Real Estate,REIT - Retail,USA,2580000000.0,22.16,19.43,0.012,849229.0,0.015700000000000002,0.0031,-0.015700000000000002,-0.0147,0.0125,-0.0447,26.59%,31.99%,-14.20%,0.0229,0.021,836350.0,1.02,19.43,0.012,849229.0,29
CRVS,Corvus Pharmaceuticals Inc,Healthcare,Biotechnology,USA,1730000000.0,,20.7,-0.0115,2425683.0,-0.1753,1.7637,1.6953,3.964,1.6883000000000001,3.0748,2477.83%,422.73%,-,0.1024,0.1235,3380000.0,0.72,20.7,-0.0115,2425683.0,26
ALMS,Alumis Inc,Healthcare,Biotechnology,USA,3060000000.0,,24.51,-0.0868,1889924.0,-0.0004,1.4808000000000001,4.2038,4.9203,1.5112999999999999,2.7533999999999996,-,-,-,0.0929,0.1114,2850000.0,0.66,24.51,-0.0868,1889924.0,24
APPS,Digital Turbine Inc,Technology,Software - Application,USA,585420000.0,,5.22,-0.0351,2788824.0,-0.0095,0.035699999999999996,-0.1661,-0.042199999999999994,0.044000000000000004,1.1306,-68.15%,-91.93%,378.90%,0.0654,0.0693,3150000.0,0.88,5.22,-0.0351,2788824.0,19
ADTN,ADTRAN Holdings Inc,Technology,Communication Equipment,USA,738670000.0,,9.22,-0.016,1415682.0,-0.0346,0.0418,-0.0916,-0.0075,0.061,-0.0611,-48.58%,-47.37%,-51.06%,0.0361,0.0416,1460000.0,0.97,9.22,-0.016,1415682.0,19
RUN,Sunrun Inc,Technology,Solar,USA,4410000000.0,,19.0,-0.0385,7738854.0,-0.0256,-0.004699999999999999,-0.0557,0.8519,0.0326,1.0234,-21.68%,-75.83%,116.15%,0.08689999999999999,0.076,7620000.0,1.02,19.0,-0.0385,7738854.0,17
